grna_id	grna_group	gRNA_type
WTC11_Random_Screen_Crop_14521	chr6:35021504-35021805	enh
WTC11_Random_Screen_Crop_14522	chr6:35021504-35021805	enh
WTC11_Random_Screen_Crop_14523	chr6:35021504-35021805	enh
WTC11_Random_Screen_Crop_14524	chr6:35021504-35021805	enh
WTC11_Random_Screen_Crop_14525	chr6:35021504-35021805	enh
WTC11_Random_Screen_Crop_14526	chr6:35021504-35021805	enh
WTC11_Random_Screen_Crop_14527	chr6:35021504-35021805	enh
WTC11_Random_Screen_Crop_14528	chr6:35021504-35021805	enh
WTC11_Random_Screen_Crop_14529	chr6:35021504-35021805	enh
WTC11_Random_Screen_Crop_14530	chr6:35021504-35021805	enh
WTC11_Random_Screen_Crop_14531	chr6:35021504-35021805	enh
WTC11_Random_Screen_Crop_14532	chr6:35021504-35021805	enh
WTC11_Random_Screen_Crop_14533	chr6:35021504-35021805	enh
WTC11_Random_Screen_Crop_14534	chr6:35021504-35021805	enh
WTC11_Random_Screen_Crop_14535	chr6:35107708-35108009	enh
WTC11_Random_Screen_Crop_14536	chr6:35107708-35108009	enh
WTC11_Random_Screen_Crop_14537	chr6:35107708-35108009	enh
WTC11_Random_Screen_Crop_14538	chr6:35107708-35108009	enh
WTC11_Random_Screen_Crop_14539	chr6:35107708-35108009	enh
WTC11_Random_Screen_Crop_14540	chr6:35107708-35108009	enh
WTC11_Random_Screen_Crop_14541	chr6:35107708-35108009	enh
WTC11_Random_Screen_Crop_14542	chr6:35107708-35108009	enh
WTC11_Random_Screen_Crop_14543	chr6:35115977-35116278	enh
WTC11_Random_Screen_Crop_14544	chr6:35115977-35116278	enh
WTC11_Random_Screen_Crop_14545	chr6:35115977-35116278	enh
WTC11_Random_Screen_Crop_14546	chr6:35115977-35116278	enh
WTC11_Random_Screen_Crop_14547	chr6:35115977-35116278	enh
WTC11_Random_Screen_Crop_14548	chr6:35115977-35116278	enh
WTC11_Random_Screen_Crop_14549	chr6:35115977-35116278	enh
WTC11_Random_Screen_Crop_14550	chr6:35115977-35116278	enh
WTC11_Random_Screen_Crop_14551	chr6:35115977-35116278	enh
WTC11_Random_Screen_Crop_14552	chr6:35115977-35116278	enh
WTC11_Random_Screen_Crop_14553	chr6:35115977-35116278	enh
WTC11_Random_Screen_Crop_14554	chr6:35115977-35116278	enh
WTC11_Random_Screen_Crop_14555	chr6:35115977-35116278	enh
WTC11_Random_Screen_Crop_14556	chr6:35115977-35116278	enh
WTC11_Random_Screen_Crop_14557	chr6:35115977-35116278	enh
WTC11_Random_Screen_Crop_14558	chr6:35208903-35209204	enh
WTC11_Random_Screen_Crop_14559	chr6:35208903-35209204	enh
WTC11_Random_Screen_Crop_14560	chr6:35208903-35209204	enh
WTC11_Random_Screen_Crop_14561	chr6:35208903-35209204	enh
WTC11_Random_Screen_Crop_14562	chr6:35208903-35209204	enh
WTC11_Random_Screen_Crop_14563	chr6:35208903-35209204	enh
WTC11_Random_Screen_Crop_14564	chr6:35208903-35209204	enh
WTC11_Random_Screen_Crop_14565	chr6:35208903-35209204	enh
WTC11_Random_Screen_Crop_14566	chr6:35208903-35209204	enh
WTC11_Random_Screen_Crop_14567	chr6:35208903-35209204	enh
WTC11_Random_Screen_Crop_14568	chr6:35208903-35209204	enh
WTC11_Random_Screen_Crop_14569	chr6:35208903-35209204	enh
WTC11_Random_Screen_Crop_14570	chr6:35208903-35209204	enh
WTC11_Random_Screen_Crop_14571	chr6:35208903-35209204	enh
WTC11_Random_Screen_Crop_14572	chr6:35208903-35209204	enh
WTC11_Random_Screen_Crop_14573	chr6:35328221-35328522	enh
WTC11_Random_Screen_Crop_14574	chr6:35328221-35328522	enh
WTC11_Random_Screen_Crop_14575	chr6:35328221-35328522	enh
WTC11_Random_Screen_Crop_14576	chr6:35328221-35328522	enh
WTC11_Random_Screen_Crop_14577	chr6:35328221-35328522	enh
WTC11_Random_Screen_Crop_14578	chr6:35328221-35328522	enh
WTC11_Random_Screen_Crop_14579	chr6:35328221-35328522	enh
WTC11_Random_Screen_Crop_14580	chr6:35328221-35328522	enh
WTC11_Random_Screen_Crop_14581	chr6:35328221-35328522	enh
WTC11_Random_Screen_Crop_14582	chr6:35328221-35328522	enh
WTC11_Random_Screen_Crop_14583	chr6:35328221-35328522	enh
WTC11_Random_Screen_Crop_14584	chr6:35328221-35328522	enh
WTC11_Random_Screen_Crop_14585	chr6:35328221-35328522	enh
WTC11_Random_Screen_Crop_14586	chr6:35328221-35328522	enh
WTC11_Random_Screen_Crop_14587	chr6:35328221-35328522	enh
WTC11_Random_Screen_Crop_14588	chr6:35404321-35404622	enh
WTC11_Random_Screen_Crop_14589	chr6:35404321-35404622	enh
WTC11_Random_Screen_Crop_14590	chr6:35404321-35404622	enh
WTC11_Random_Screen_Crop_14591	chr6:35404321-35404622	enh
WTC11_Random_Screen_Crop_14592	chr6:35404321-35404622	enh
WTC11_Random_Screen_Crop_14593	chr6:35404321-35404622	enh
WTC11_Random_Screen_Crop_14594	chr6:35404321-35404622	enh
WTC11_Random_Screen_Crop_14595	chr6:35404321-35404622	enh
WTC11_Random_Screen_Crop_14596	chr6:35404321-35404622	enh
WTC11_Random_Screen_Crop_14597	chr6:35404321-35404622	enh
WTC11_Random_Screen_Crop_14598	chr6:35404321-35404622	enh
WTC11_Random_Screen_Crop_14599	chr6:35404321-35404622	enh
WTC11_Random_Screen_Crop_14600	chr6:35404321-35404622	enh
WTC11_Random_Screen_Crop_14601	chr6:35404321-35404622	enh
WTC11_Random_Screen_Crop_14602	chr6:35404321-35404622	enh
WTC11_Random_Screen_Crop_14603	chr6:35407160-35407461	enh
WTC11_Random_Screen_Crop_14604	chr6:35407160-35407461	enh
WTC11_Random_Screen_Crop_14605	chr6:35407160-35407461	enh
WTC11_Random_Screen_Crop_14606	chr6:35407160-35407461	enh
WTC11_Random_Screen_Crop_14607	chr6:35407160-35407461	enh
WTC11_Random_Screen_Crop_14608	chr6:35407160-35407461	enh
WTC11_Random_Screen_Crop_14609	chr6:35407160-35407461	enh
WTC11_Random_Screen_Crop_14610	chr6:35407160-35407461	enh
WTC11_Random_Screen_Crop_14611	chr6:35407160-35407461	enh
WTC11_Random_Screen_Crop_14612	chr6:35407160-35407461	enh
WTC11_Random_Screen_Crop_14613	chr6:35407160-35407461	enh
WTC11_Random_Screen_Crop_14614	chr6:35407160-35407461	enh
WTC11_Random_Screen_Crop_14615	chr6:35407160-35407461	enh
WTC11_Random_Screen_Crop_14616	chr6:35407160-35407461	enh
WTC11_Random_Screen_Crop_14617	chr6:35407160-35407461	enh
WTC11_Random_Screen_Crop_14618	RPL10A_TSS	TSS
WTC11_Random_Screen_Crop_14619	RPL10A_TSS	TSS
WTC11_Random_Screen_Crop_14620	RPL10A_TSS	TSS
WTC11_Random_Screen_Crop_14621	RPL10A_TSS	TSS
WTC11_Random_Screen_Crop_14622	RPL10A_TSS	TSS
WTC11_Random_Screen_Crop_14623	RPL10A_TSS	TSS
WTC11_Random_Screen_Crop_14624	RPL10A_TSS	TSS
WTC11_Random_Screen_Crop_14625	RPL10A_TSS	TSS
WTC11_Random_Screen_Crop_14626	RPL10A_TSS	TSS
WTC11_Random_Screen_Crop_14627	RPL10A_TSS	TSS
WTC11_Random_Screen_Crop_14628	RPL10A_TSS	TSS
WTC11_Random_Screen_Crop_14629	RPL10A_TSS	TSS
WTC11_Random_Screen_Crop_14630	RPL10A_TSS	TSS
WTC11_Random_Screen_Crop_14631	RPL10A_TSS	TSS
WTC11_Random_Screen_Crop_14632	RPL10A_TSS	TSS
WTC11_Random_Screen_Crop_14633	chr6:35453153-35453454	enh
WTC11_Random_Screen_Crop_14634	chr6:35453153-35453454	enh
WTC11_Random_Screen_Crop_14635	chr6:35453153-35453454	enh
WTC11_Random_Screen_Crop_14636	chr6:35453153-35453454	enh
WTC11_Random_Screen_Crop_14637	chr6:35453153-35453454	enh
WTC11_Random_Screen_Crop_14638	chr6:35453153-35453454	enh
WTC11_Random_Screen_Crop_14639	chr6:35453153-35453454	enh
WTC11_Random_Screen_Crop_14640	chr6:35453153-35453454	enh
WTC11_Random_Screen_Crop_14641	chr6:35453153-35453454	enh
WTC11_Random_Screen_Crop_14642	chr6:35453153-35453454	enh
WTC11_Random_Screen_Crop_14643	chr6:35453153-35453454	enh
WTC11_Random_Screen_Crop_14644	chr6:35453153-35453454	enh
WTC11_Random_Screen_Crop_14645	chr6:35453153-35453454	enh
WTC11_Random_Screen_Crop_14646	chr6:35453153-35453454	enh
WTC11_Random_Screen_Crop_14647	chr6:35453153-35453454	enh
WTC11_Random_Screen_Crop_14648	chr6:35466051-35466352	enh
WTC11_Random_Screen_Crop_14649	chr6:35466051-35466352	enh
WTC11_Random_Screen_Crop_14650	chr6:35466051-35466352	enh
WTC11_Random_Screen_Crop_14651	chr6:35466051-35466352	enh
WTC11_Random_Screen_Crop_14652	chr6:35466051-35466352	enh
WTC11_Random_Screen_Crop_14653	chr6:35466051-35466352	enh
WTC11_Random_Screen_Crop_14654	chr6:35466051-35466352	enh
WTC11_Random_Screen_Crop_14655	chr6:35466051-35466352	enh
WTC11_Random_Screen_Crop_14656	chr6:35466051-35466352	enh
WTC11_Random_Screen_Crop_14657	chr6:35466051-35466352	enh
WTC11_Random_Screen_Crop_14658	chr6:35466051-35466352	enh
WTC11_Random_Screen_Crop_14659	chr6:35466051-35466352	enh
WTC11_Random_Screen_Crop_14660	chr6:35466051-35466352	enh
WTC11_Random_Screen_Crop_14661	chr6:35466051-35466352	enh
WTC11_Random_Screen_Crop_14662	chr6:35466051-35466352	enh
WTC11_Random_Screen_Crop_14663	chr6:35520105-35520406	enh
WTC11_Random_Screen_Crop_14664	chr6:35520105-35520406	enh
WTC11_Random_Screen_Crop_14665	chr6:35520105-35520406	enh
WTC11_Random_Screen_Crop_14666	chr6:35520105-35520406	enh
WTC11_Random_Screen_Crop_14667	chr6:35520105-35520406	enh
WTC11_Random_Screen_Crop_14668	chr6:35520105-35520406	enh
WTC11_Random_Screen_Crop_14669	chr6:35520105-35520406	enh
WTC11_Random_Screen_Crop_14670	chr6:35520105-35520406	enh
WTC11_Random_Screen_Crop_14671	chr6:35520105-35520406	enh
WTC11_Random_Screen_Crop_14672	chr6:35520105-35520406	enh
WTC11_Random_Screen_Crop_14673	chr6:35520105-35520406	enh
WTC11_Random_Screen_Crop_14674	chr6:35520105-35520406	enh
WTC11_Random_Screen_Crop_14675	chr6:35520105-35520406	enh
WTC11_Random_Screen_Crop_14676	chr6:35551628-35551929	enh
WTC11_Random_Screen_Crop_14677	chr6:35551628-35551929	enh
WTC11_Random_Screen_Crop_14678	chr6:35551628-35551929	enh
WTC11_Random_Screen_Crop_14679	chr6:35551628-35551929	enh
WTC11_Random_Screen_Crop_14680	chr6:35551628-35551929	enh
WTC11_Random_Screen_Crop_14681	chr6:35551628-35551929	enh
WTC11_Random_Screen_Crop_14682	chr6:35551628-35551929	enh
WTC11_Random_Screen_Crop_14683	chr6:35551628-35551929	enh
WTC11_Random_Screen_Crop_14684	chr6:35551628-35551929	enh
WTC11_Random_Screen_Crop_14685	chr6:35551628-35551929	enh
WTC11_Random_Screen_Crop_14686	chr6:35551628-35551929	enh
WTC11_Random_Screen_Crop_14687	chr6:35551628-35551929	enh
WTC11_Random_Screen_Crop_14688	chr6:35551628-35551929	enh
WTC11_Random_Screen_Crop_14689	chr6:35551628-35551929	enh
WTC11_Random_Screen_Crop_14690	chr6:35551628-35551929	enh
WTC11_Random_Screen_Crop_14691	chr6:35695373-35695674	enh
WTC11_Random_Screen_Crop_14692	chr6:35695373-35695674	enh
WTC11_Random_Screen_Crop_14693	chr6:35695373-35695674	enh
WTC11_Random_Screen_Crop_14694	chr6:35695373-35695674	enh
WTC11_Random_Screen_Crop_14695	chr6:35695373-35695674	enh
WTC11_Random_Screen_Crop_14696	chr6:35695373-35695674	enh
WTC11_Random_Screen_Crop_14697	chr6:35695373-35695674	enh
WTC11_Random_Screen_Crop_14698	chr6:35695373-35695674	enh
WTC11_Random_Screen_Crop_14699	chr6:35695373-35695674	enh
WTC11_Random_Screen_Crop_14700	chr6:35695373-35695674	enh
WTC11_Random_Screen_Crop_14701	chr6:35695373-35695674	enh
WTC11_Random_Screen_Crop_14702	chr6:35695373-35695674	enh
WTC11_Random_Screen_Crop_14703	chr6:35695373-35695674	enh
WTC11_Random_Screen_Crop_14704	chr6:35695373-35695674	enh
WTC11_Random_Screen_Crop_14705	chr6:35695373-35695674	enh
WTC11_Random_Screen_Crop_14706	chr6:35732468-35732769	enh
WTC11_Random_Screen_Crop_14707	chr6:35732468-35732769	enh
WTC11_Random_Screen_Crop_14708	chr6:35732468-35732769	enh
WTC11_Random_Screen_Crop_14709	chr6:35732468-35732769	enh
WTC11_Random_Screen_Crop_14710	chr6:35732468-35732769	enh
WTC11_Random_Screen_Crop_14711	chr6:35732468-35732769	enh
WTC11_Random_Screen_Crop_14712	chr6:35732468-35732769	enh
WTC11_Random_Screen_Crop_14713	chr6:35732468-35732769	enh
WTC11_Random_Screen_Crop_14714	chr6:35732468-35732769	enh
WTC11_Random_Screen_Crop_14715	chr6:35732468-35732769	enh
WTC11_Random_Screen_Crop_14716	SRPK1_TSS	TSS
WTC11_Random_Screen_Crop_14717	SRPK1_TSS	TSS
WTC11_Random_Screen_Crop_14718	SRPK1_TSS	TSS
WTC11_Random_Screen_Crop_14719	SRPK1_TSS	TSS
WTC11_Random_Screen_Crop_14720	SRPK1_TSS	TSS
WTC11_Random_Screen_Crop_14721	SRPK1_TSS	TSS
WTC11_Random_Screen_Crop_14722	SRPK1_TSS	TSS
WTC11_Random_Screen_Crop_14723	SRPK1_TSS	TSS
WTC11_Random_Screen_Crop_14724	SRPK1_TSS	TSS
WTC11_Random_Screen_Crop_14725	SRPK1_TSS	TSS
WTC11_Random_Screen_Crop_14726	SRPK1_TSS	TSS
WTC11_Random_Screen_Crop_14727	SRPK1_TSS	TSS
WTC11_Random_Screen_Crop_14728	SRPK1_TSS	TSS
WTC11_Random_Screen_Crop_14729	SRPK1_TSS	TSS
WTC11_Random_Screen_Crop_14730	SRPK1_TSS	TSS
WTC11_Random_Screen_Crop_14731	KCNH2_DE_1	DE
WTC11_Random_Screen_Crop_14732	KCNH2_DE_1	DE
WTC11_Random_Screen_Crop_14733	KCNH2_DE_1	DE
WTC11_Random_Screen_Crop_14734	KCNH2_DE_1	DE
WTC11_Random_Screen_Crop_14735	KCNH2_DE_1	DE
WTC11_Random_Screen_Crop_14736	KCNH2_DE_1	DE
WTC11_Random_Screen_Crop_14737	KCNH2_DE_1	DE
WTC11_Random_Screen_Crop_14738	KCNH2_DE_1	DE
WTC11_Random_Screen_Crop_14739	KCNH2_DE_1	DE
WTC11_Random_Screen_Crop_14740	KCNH2_DE_1	DE
WTC11_Random_Screen_Crop_14741	KCNH2_DE_1	DE
WTC11_Random_Screen_Crop_14742	KCNH2_DE_1	DE
WTC11_Random_Screen_Crop_14743	KCNH2_DE_2	DE
WTC11_Random_Screen_Crop_14744	KCNH2_DE_1	DE
WTC11_Random_Screen_Crop_14745	KCNH2_DE_2	DE
WTC11_Random_Screen_Crop_14746	KCNH2_DE_1	DE
WTC11_Random_Screen_Crop_14747	KCNH2_DE_2	DE
WTC11_Random_Screen_Crop_14748	KCNH2_DE_1	DE
WTC11_Random_Screen_Crop_14749	KCNH2_DE_2	DE
WTC11_Random_Screen_Crop_14750	KCNH2_DE_2	DE
WTC11_Random_Screen_Crop_14751	KCNH2_DE_2	DE
WTC11_Random_Screen_Crop_14752	KCNH2_DE_2	DE
WTC11_Random_Screen_Crop_14753	KCNH2_DE_2	DE
WTC11_Random_Screen_Crop_14754	KCNH2_DE_2	DE
WTC11_Random_Screen_Crop_14755	KCNH2_DE_2	DE
WTC11_Random_Screen_Crop_14756	KCNH2_DE_2	DE
WTC11_Random_Screen_Crop_14757	KCNH2_DE_2	DE
WTC11_Random_Screen_Crop_14758	KCNH2_DE_2	DE
WTC11_Random_Screen_Crop_14759	KCNH2_DE_2	DE
WTC11_Random_Screen_Crop_14760	KCNH2_DE_2	DE
WTC11_Random_Screen_Crop_14761	KCNH2_DE_2	DE
WTC11_Random_Screen_Crop_14762	KCNH2_TSS_1	TSS
WTC11_Random_Screen_Crop_14763	KCNH2_TSS_1	TSS
WTC11_Random_Screen_Crop_14764	KCNH2_TSS_1	TSS
WTC11_Random_Screen_Crop_14765	KCNH2_TSS_1	TSS
WTC11_Random_Screen_Crop_14766	KCNH2_TSS_1	TSS
WTC11_Random_Screen_Crop_14767	KCNH2_TSS_1	TSS
WTC11_Random_Screen_Crop_14768	KCNH2_TSS_1	TSS
WTC11_Random_Screen_Crop_14769	KCNH2_TSS_1	TSS
WTC11_Random_Screen_Crop_14770	KCNH2_TSS_1	TSS
WTC11_Random_Screen_Crop_14771	KCNH2_TSS_1	TSS
WTC11_Random_Screen_Crop_14772	KCNH2_TSS_1	TSS
WTC11_Random_Screen_Crop_14773	KCNH2_TSS_1	TSS
WTC11_Random_Screen_Crop_14774	KCNH2_TSS_1	TSS
WTC11_Random_Screen_Crop_14775	KCNH2_TSS_1	TSS
WTC11_Random_Screen_Crop_14776	KCNH2_TSS_1	TSS
WTC11_Random_Screen_Crop_14777	KCNH2_TSS_2	TSS
WTC11_Random_Screen_Crop_14778	KCNH2_TSS_2	TSS
WTC11_Random_Screen_Crop_14779	KCNH2_TSS_2	TSS
WTC11_Random_Screen_Crop_14780	KCNH2_TSS_2	TSS
WTC11_Random_Screen_Crop_14781	KCNH2_TSS_2	TSS
WTC11_Random_Screen_Crop_14782	KCNH2_TSS_2	TSS
WTC11_Random_Screen_Crop_14783	KCNH2_TSS_2	TSS
WTC11_Random_Screen_Crop_14784	KCNH2_TSS_2	TSS
WTC11_Random_Screen_Crop_14785	KCNH2_TSS_2	TSS
WTC11_Random_Screen_Crop_14786	KCNH2_TSS_2	TSS
WTC11_Random_Screen_Crop_14787	KCNH2_TSS_2	TSS
WTC11_Random_Screen_Crop_14788	KIFC2_TSS	TSS
WTC11_Random_Screen_Crop_14789	KIFC2_TSS	TSS
WTC11_Random_Screen_Crop_14790	KIFC2_TSS	TSS
WTC11_Random_Screen_Crop_14791	KIFC2_TSS	TSS
WTC11_Random_Screen_Crop_14792	KIFC2_TSS	TSS
WTC11_Random_Screen_Crop_14793	KIFC2_TSS	TSS
WTC11_Random_Screen_Crop_14794	KIFC2_TSS	TSS
WTC11_Random_Screen_Crop_14795	KIFC2_TSS	TSS
WTC11_Random_Screen_Crop_14796	KIFC2_TSS	TSS
WTC11_Random_Screen_Crop_14797	KIFC2_TSS	TSS
WTC11_Random_Screen_Crop_14798	KIFC2_TSS	TSS
WTC11_Random_Screen_Crop_14799	KIFC2_TSS	TSS
WTC11_Random_Screen_Crop_14800	KIFC2_TSS	TSS
WTC11_Random_Screen_Crop_14801	KIFC2_TSS	TSS
WTC11_Random_Screen_Crop_14802	KIFC2_TSS	TSS
WTC11_Random_Screen_Crop_14803	chr8:145692295-145692596	enh
WTC11_Random_Screen_Crop_14804	chr8:145692295-145692596	enh
WTC11_Random_Screen_Crop_14805	chr8:145692295-145692596	enh
WTC11_Random_Screen_Crop_14806	chr8:145692295-145692596	enh
WTC11_Random_Screen_Crop_14807	chr8:145692295-145692596	enh
WTC11_Random_Screen_Crop_14808	chr8:145692295-145692596	enh
WTC11_Random_Screen_Crop_14809	chr8:145692295-145692596	enh
WTC11_Random_Screen_Crop_14810	chr8:145692295-145692596	enh
WTC11_Random_Screen_Crop_14811	chr8:145692295-145692596	enh
WTC11_Random_Screen_Crop_14812	chr8:145692295-145692596	enh
WTC11_Random_Screen_Crop_14813	chr8:145692295-145692596	enh
WTC11_Random_Screen_Crop_14814	chr8:145692295-145692596	enh
WTC11_Random_Screen_Crop_14815	chr8:145692295-145692596	enh
WTC11_Random_Screen_Crop_14816	chr8:145692295-145692596	enh
WTC11_Random_Screen_Crop_14817	chr8:145692295-145692596	enh
WTC11_Random_Screen_Crop_14818	chr8:145697774-145698075	enh
WTC11_Random_Screen_Crop_14819	chr8:145697774-145698075	enh
WTC11_Random_Screen_Crop_14820	chr8:145697774-145698075	enh
WTC11_Random_Screen_Crop_14821	chr8:145697774-145698075	enh
WTC11_Random_Screen_Crop_14822	chr8:145697774-145698075	enh
WTC11_Random_Screen_Crop_14823	chr8:145697774-145698075	enh
WTC11_Random_Screen_Crop_14824	chr8:145697774-145698075	enh
WTC11_Random_Screen_Crop_14825	chr8:145697774-145698075	enh
WTC11_Random_Screen_Crop_14826	chr8:145697774-145698075	enh
WTC11_Random_Screen_Crop_14827	chr8:145697774-145698075	enh
WTC11_Random_Screen_Crop_14828	chr8:145697774-145698075	enh
WTC11_Random_Screen_Crop_14829	chr8:145697774-145698075	enh
WTC11_Random_Screen_Crop_14830	chr8:145697774-145698075	enh
WTC11_Random_Screen_Crop_14831	chr8:145697774-145698075	enh
WTC11_Random_Screen_Crop_14832	chr8:145697774-145698075	enh
WTC11_Random_Screen_Crop_14833	chr8:145698160-145698461	enh
WTC11_Random_Screen_Crop_14834	chr8:145698160-145698461	enh
WTC11_Random_Screen_Crop_14835	chr8:145698160-145698461	enh
WTC11_Random_Screen_Crop_14836	chr8:145698160-145698461	enh
WTC11_Random_Screen_Crop_14837	chr8:145698160-145698461	enh
WTC11_Random_Screen_Crop_14838	chr8:145698160-145698461	enh
WTC11_Random_Screen_Crop_14839	chr8:145698160-145698461	enh
WTC11_Random_Screen_Crop_14840	chr8:145698160-145698461	enh
WTC11_Random_Screen_Crop_14841	chr8:145698160-145698461	enh
WTC11_Random_Screen_Crop_14842	chr8:145698160-145698461	enh
WTC11_Random_Screen_Crop_14843	chr8:145698160-145698461	enh
WTC11_Random_Screen_Crop_14844	chr8:145698160-145698461	enh
WTC11_Random_Screen_Crop_14845	chr8:145698160-145698461	enh
WTC11_Random_Screen_Crop_14846	chr8:145698160-145698461	enh
WTC11_Random_Screen_Crop_14847	chr8:145698160-145698461	enh
WTC11_Random_Screen_Crop_14848	chr8:145698561-145698862	enh
WTC11_Random_Screen_Crop_14849	chr8:145698561-145698862	enh
WTC11_Random_Screen_Crop_14850	chr8:145698561-145698862	enh
WTC11_Random_Screen_Crop_14851	chr8:145698561-145698862	enh
WTC11_Random_Screen_Crop_14852	chr8:145698561-145698862	enh
WTC11_Random_Screen_Crop_14853	chr8:145698561-145698862	enh
WTC11_Random_Screen_Crop_14854	chr8:145698561-145698862	enh
WTC11_Random_Screen_Crop_14855	chr8:145698561-145698862	enh
WTC11_Random_Screen_Crop_14856	chr8:145698561-145698862	enh
WTC11_Random_Screen_Crop_14857	chr8:145698561-145698862	enh
WTC11_Random_Screen_Crop_14858	chr8:145698561-145698862	enh
WTC11_Random_Screen_Crop_14859	chr8:145698561-145698862	enh
WTC11_Random_Screen_Crop_14860	chr8:145698561-145698862	enh
WTC11_Random_Screen_Crop_14861	chr8:145698561-145698862	enh
WTC11_Random_Screen_Crop_14862	chr8:145698561-145698862	enh
WTC11_Random_Screen_Crop_14863	chr8:145699133-145699434	enh
WTC11_Random_Screen_Crop_14864	chr8:145699133-145699434	enh
WTC11_Random_Screen_Crop_14865	chr8:145699133-145699434	enh
WTC11_Random_Screen_Crop_14866	chr8:145699133-145699434	enh
WTC11_Random_Screen_Crop_14867	chr8:145699133-145699434	enh
WTC11_Random_Screen_Crop_14868	chr8:145699133-145699434	enh
WTC11_Random_Screen_Crop_14869	chr8:145699133-145699434	enh
WTC11_Random_Screen_Crop_14870	chr8:145699133-145699434	enh
WTC11_Random_Screen_Crop_14871	chr8:145699133-145699434	enh
WTC11_Random_Screen_Crop_14872	chr8:145699133-145699434	enh
WTC11_Random_Screen_Crop_14873	chr8:145699133-145699434	enh
WTC11_Random_Screen_Crop_14874	chr8:145699133-145699434	enh
WTC11_Random_Screen_Crop_14875	chr8:145699133-145699434	enh
WTC11_Random_Screen_Crop_14876	chr8:145699133-145699434	enh
WTC11_Random_Screen_Crop_14877	chr8:145699133-145699434	enh
WTC11_Random_Screen_Crop_14878	chr8:145700492-145700793	enh
WTC11_Random_Screen_Crop_14879	chr8:145700492-145700793	enh
WTC11_Random_Screen_Crop_14880	chr8:145700492-145700793	enh
WTC11_Random_Screen_Crop_14881	chr8:145700492-145700793	enh
WTC11_Random_Screen_Crop_14882	chr8:145700492-145700793	enh
WTC11_Random_Screen_Crop_14883	chr8:145700492-145700793	enh
WTC11_Random_Screen_Crop_14884	chr8:145700492-145700793	enh
WTC11_Random_Screen_Crop_14885	chr8:145700492-145700793	enh
WTC11_Random_Screen_Crop_14886	chr8:145700492-145700793	enh
WTC11_Random_Screen_Crop_14887	chr8:145700492-145700793	enh
WTC11_Random_Screen_Crop_14888	chr8:145700492-145700793	enh
WTC11_Random_Screen_Crop_14889	chr8:145700492-145700793	enh
WTC11_Random_Screen_Crop_14890	chr8:145700492-145700793	enh
WTC11_Random_Screen_Crop_14891	chr8:145700492-145700793	enh
WTC11_Random_Screen_Crop_14892	chr8:145700492-145700793	enh
WTC11_Random_Screen_Crop_14893	chr8:145701156-145701457	enh
WTC11_Random_Screen_Crop_14894	chr8:145701156-145701457	enh
WTC11_Random_Screen_Crop_14895	chr8:145701156-145701457	enh
WTC11_Random_Screen_Crop_14896	chr8:145701156-145701457	enh
WTC11_Random_Screen_Crop_14897	chr8:145701156-145701457	enh
WTC11_Random_Screen_Crop_14898	chr8:145701156-145701457	enh
WTC11_Random_Screen_Crop_14899	chr8:145701156-145701457	enh
WTC11_Random_Screen_Crop_14900	chr8:145701156-145701457	enh
WTC11_Random_Screen_Crop_14901	chr8:145701156-145701457	enh
WTC11_Random_Screen_Crop_14902	chr8:145701156-145701457	enh
WTC11_Random_Screen_Crop_14903	chr8:145701156-145701457	enh
WTC11_Random_Screen_Crop_14904	chr8:145701156-145701457	enh
WTC11_Random_Screen_Crop_14905	chr8:145701156-145701457	enh
WTC11_Random_Screen_Crop_14906	chr8:145701156-145701457	enh
WTC11_Random_Screen_Crop_14907	chr8:145701156-145701457	enh
WTC11_Random_Screen_Crop_14908	chr8:145704395-145704696	enh
WTC11_Random_Screen_Crop_14909	chr8:145704395-145704696	enh
WTC11_Random_Screen_Crop_14910	chr8:145704395-145704696	enh
WTC11_Random_Screen_Crop_14911	chr8:145704395-145704696	enh
WTC11_Random_Screen_Crop_14912	chr8:145704395-145704696	enh
WTC11_Random_Screen_Crop_14913	chr8:145704395-145704696	enh
WTC11_Random_Screen_Crop_14914	chr8:145704395-145704696	enh
WTC11_Random_Screen_Crop_14915	chr8:145704395-145704696	enh
WTC11_Random_Screen_Crop_14916	chr8:145704395-145704696	enh
WTC11_Random_Screen_Crop_14917	chr8:145704395-145704696	enh
WTC11_Random_Screen_Crop_14918	chr8:145704395-145704696	enh
WTC11_Random_Screen_Crop_14919	chr8:145704395-145704696	enh
WTC11_Random_Screen_Crop_14920	chr8:145704395-145704696	enh
WTC11_Random_Screen_Crop_14921	chr8:145704395-145704696	enh
WTC11_Random_Screen_Crop_14922	chr8:145704395-145704696	enh
WTC11_Random_Screen_Crop_14923	chr8:145725815-145726116	enh
WTC11_Random_Screen_Crop_14924	chr8:145725815-145726116	enh
WTC11_Random_Screen_Crop_14925	chr8:145725815-145726116	enh
WTC11_Random_Screen_Crop_14926	chr8:145725815-145726116	enh
WTC11_Random_Screen_Crop_14927	chr8:145725815-145726116	enh
WTC11_Random_Screen_Crop_14928	chr8:145725815-145726116	enh
WTC11_Random_Screen_Crop_14929	chr8:145725815-145726116	enh
WTC11_Random_Screen_Crop_14930	chr8:145725815-145726116	enh
WTC11_Random_Screen_Crop_14931	chr8:145725815-145726116	enh
WTC11_Random_Screen_Crop_14932	chr8:145725815-145726116	enh
